title,artist,average characters,uniqueness,num long words,I,n't,love,'s,'m,like,You,know,night,And,na,baby,got,yeah,oh,But,get,Oh,wan,'re,go,bum,We,want,ya,way,Do,one,It,take,popular
Nobody's Business,Rihanna,4.06709265176,0.196875,0.0,0.0,0.0351437699681,0.0607028753994,0.0447284345048,0.0638977635783,0.0,0.00638977635783,0.038338658147,0.0,0.0,0.00319488817891,0.0159744408946,0.0607028753994,0.0,0.0,0.0,0.038338658147,0.00319488817891,0.0,0.0159744408946,0.0,0.0,0.0,0.0,0.00638977635783,0.0,0.0,0.0,0.00638977635783,0.0159744408946,0.0,0
Numb,Rihanna,3.68181818182,0.514619883041,0.0,0.0,0.149350649351,0.025974025974,0.00649350649351,0.00649350649351,0.11038961039,0.0,0.0,0.0,0.0,0.00649350649351,0.0,0.0,0.00649350649351,0.012987012987,0.0,0.00649350649351,0.00649350649351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00649350649351,0.00649350649351,0.0,0.0,0.0,0
Photographs,Rihanna,3.77910447761,0.321989528796,0.0,0.0,0.137313432836,0.0208955223881,0.0089552238806,0.0179104477612,0.0149253731343,0.00597014925373,0.00298507462687,0.00597014925373,0.0,0.00597014925373,0.00597014925373,0.00597014925373,0.0686567164179,0.0,0.00298507462687,0.00597014925373,0.0,0.0,0.00597014925373,0.0119402985075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149253731343,0.0119402985075,0.0,0
Raining Men,Rihanna,4.39759036145,0.439473684211,0.0,0.0,0.0240963855422,0.0451807228916,0.0,0.0,0.00301204819277,0.0361445783133,0.00301204819277,0.00903614457831,0.0,0.00602409638554,0.00301204819277,0.00903614457831,0.0210843373494,0.00602409638554,0.0,0.00301204819277,0.00301204819277,0.0180722891566,0.00301204819277,0.0,0.00903614457831,0.0,0.0,0.00903614457831,0.00301204819277,0.00301204819277,0.00301204819277,0.00301204819277,0.0,0.0,0
Red Lipstick,Rihanna,3.99224806202,0.193103448276,0.0,0.0,0.015503875969,0.139534883721,0.0,0.0077519379845,0.0,0.0,0.0,0.0077519379845,0.0,0.0,0.0,0.0077519379845,0.031007751938,0.031007751938,0.0,0.0077519379845,0.0077519379845,0.0,0.0,0.0,0.015503875969,0.0,0.0,0.015503875969,0.0077519379845,0.0077519379845,0.015503875969,0.0,0.0,0.0077519379845,0
Roc Me Out,Rihanna,3.61224489796,0.362068965517,0.0,0.0,0.0918367346939,0.015306122449,0.0,0.015306122449,0.0102040816327,0.0459183673469,0.0255102040816,0.0255102040816,0.0,0.00510204081633,0.0102040816327,0.00510204081633,0.0,0.0204081632653,0.0102040816327,0.0,0.015306122449,0.0,0.00510204081633,0.00510204081633,0.0,0.0,0.00510204081633,0.0255102040816,0.0,0.00510204081633,0.0,0.0,0.00510204081633,0.0,0
Same Ol' Mistakes,Rihanna,3.84645669291,0.377358490566,0.0,0.0,0.122047244094,0.0157480314961,0.00787401574803,0.0629921259843,0.00393700787402,0.0433070866142,0.0,0.0669291338583,0.0,0.0275590551181,0.0,0.0,0.0236220472441,0.0,0.0,0.0196850393701,0.00393700787402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00787401574803,0.0,0.0,0.0,0.0,0
Skin,Rihanna,3.49107142857,0.304347826087,0.0,0.0,0.0863095238095,0.0267857142857,0.0,0.00297619047619,0.0178571428571,0.0178571428571,0.0327380952381,0.0297619047619,0.0,0.00297619047619,0.047619047619,0.0238095238095,0.014880952381,0.0,0.0178571428571,0.0,0.0,0.0,0.0357142857143,0.00297619047619,0.0,0.0,0.0,0.00595238095238,0.00297619047619,0.00595238095238,0.0178571428571,0.0,0.0,0.00892857142857,0
Sledgehammer,Rihanna,4.10215053763,0.347619047619,0.0,0.0,0.188172043011,0.0,0.0,0.010752688172,0.0430107526882,0.0,0.0322580645161,0.0,0.0,0.0161290322581,0.0,0.0,0.0,0.010752688172,0.0,0.010752688172,0.00537634408602,0.0215053763441,0.0,0.0322580645161,0.010752688172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Stupid In Love,Rihanna,3.71008403361,0.412878787879,0.0,0.0,0.134453781513,0.0588235294118,0.0252100840336,0.00840336134454,0.046218487395,0.0210084033613,0.0126050420168,0.0168067226891,0.0,0.0210084033613,0.00420168067227,0.0,0.0,0.0,0.00420168067227,0.0126050420168,0.0,0.00420168067227,0.00420168067227,0.00420168067227,0.00420168067227,0.0,0.0,0.00840336134454,0.0,0.0,0.0168067226891,0.0126050420168,0.0,0.0,0
Te Amo,Rihanna,3.50393700787,0.309160305344,0.0,0.0,0.122047244094,0.0314960629921,0.0511811023622,0.0196850393701,0.0157480314961,0.0,0.0,0.0,0.00393700787402,0.00393700787402,0.011811023622,0.0,0.00787401574803,0.0,0.0,0.0157480314961,0.0,0.0,0.0,0.0,0.011811023622,0.0,0.0,0.0,0.0,0.00393700787402,0.0275590551181,0.0,0.0,0.00393700787402,0
Towards the Sun,Rihanna,4.13524590164,0.266159695817,0.0,0.0,0.0409836065574,0.0409836065574,0.00409836065574,0.0245901639344,0.0,0.0,0.0122950819672,0.016393442623,0.00409836065574,0.0368852459016,0.0122950819672,0.0,0.0,0.0,0.0,0.0,0.00409836065574,0.0,0.0,0.0,0.00819672131148,0.0,0.0,0.0,0.0,0.0,0.0368852459016,0.0,0.00819672131148,0.0,0
Wait Your Turn,Rihanna,3.8612716763,0.569060773481,0.0,0.0,0.0520231213873,0.0404624277457,0.00578034682081,0.028901734104,0.0115606936416,0.00578034682081,0.0173410404624,0.00578034682081,0.0,0.00578034682081,0.0115606936416,0.0,0.0115606936416,0.0,0.0,0.0173410404624,0.0,0.0,0.0115606936416,0.0173410404624,0.0,0.0,0.0,0.00578034682081,0.00578034682081,0.0173410404624,0.0,0.00578034682081,0.0173410404624,0.00578034682081,0
Watch n' Learn,Rihanna,3.89556962025,0.219696969697,0.0,0.0,0.0379746835443,0.00316455696203,0.00949367088608,0.00949367088608,0.0,0.0348101265823,0.00316455696203,0.0,0.0,0.0,0.00316455696203,0.117088607595,0.0,0.0,0.0,0.0,0.0,0.0506329113924,0.0,0.0,0.0,0.0,0.0,0.00949367088608,0.00949367088608,0.0126582278481,0.0,0.0,0.0,0.00949367088608,0
Who's That Chick?,Rihanna,4.65727699531,0.340248962656,0.0,0.0,0.0516431924883,0.0,0.0093896713615,0.00469483568075,0.0,0.0234741784038,0.0,0.0,0.0093896713615,0.0,0.018779342723,0.0,0.0093896713615,0.0093896713615,0.0281690140845,0.0,0.0,0.00469483568075,0.018779342723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00469483568075,0
Woo,Rihanna,3.64948453608,0.327510917031,0.0,0.0,0.0515463917526,0.0515463917526,0.0154639175258,0.00515463917526,0.0,0.00515463917526,0.0,0.00515463917526,0.00515463917526,0.0,0.0,0.0,0.0,0.123711340206,0.0,0.0,0.00515463917526,0.0,0.0,0.00515463917526,0.0,0.0,0.0,0.00515463917526,0.0360824742268,0.0,0.0,0.0,0.0,0.0,0
