Source (A),Source (B),Source (C),Source (D),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Love Without Tragedy / Mother Mary,Rihanna," Love Without Tragedy  Red lipstick, rose petals, heart break I was his Marilyn Monroe Brown eyes, tuxedo, fast cars A James Dean on the low  I ask you what's the matter You say ""Oh it's nothing at all"" Heart's racing outta control And you knew that I couldn't let it go You used to be this boy I loved And I used to be this girl of your dreams Who knew the course of this one drive Injured us fatally You took the best years of my life I took the best years of your life Felt like love struck me in the night I prayed that love don't strike twice   What's love without tragedy? What's love without tragedy?  What's love without tragedy? What's love without tragedy? Mother Mary  Mother Mary I swear I wanna change Mister Jesus I'd love to be a queen But I'm from the left side of an island Never thought this many people would even know my name As time flies way above me For you I've cried tears sea deep Oh glory, the prayers carry me I'll be a star, you keep directing me Let's make the best scene they've ever seen Let's capture the moment Cause even forever ain't forever I swear by the moment Cause together ain't promise forever Let's live in the moment As long as we got each other Die in the moment I'm prepared to die in the moment Cause even forever ain't forever I swear by the moment Cause together ain't promise forever Let's live by the moment As long as we got each other Die in the moment I'm prepared to die in the moment To die in the moment   Die the moment I'm prepared to die in the moment I'm prepared to die in the moment I'm prepared to die in the moment Cause even forever ain't forever I swear by the moment Cause together ain't promise forever I'm prepared to die in the moment",n,329,65.57,50.00,96.52,66.07,65.80,12.77,92.71,49.54,18.84,13.98,8.51,2.13,2.74,0.30,0.30,4.86,8.81,13.98,10.03,1.82,2.43,4.56,21.28,3.34,2.74,1.82,0.61,1.22,7.60,4.86,2.74,0.00,0.00,2.43,12.46,0.61,0.00,1.22,0.91,14.89,1.52,3.34,0.91,0.00,4.86,4.26,1.82,1.22,0.30,0.30,5.17,1.22,1.52,0.00,0.00,10.03,5.78,1.52,3.04,2.13,0.00,4.26,14.59,3.04,18.84,1.82,7.29,9.73,0.61,0.30,0.00,0.00,0.91,3.34,1.22,0.00,0.30,0.00,0.61,0.00,12.77,0.00,1.82,0.00,0.00,1.22,0.00,0.00,0.61,9.12,0.00,0.00
Mad House,Rihanna,"Ladies and Gentleman To those among you who are easily frightened We suggest you turn away now To those of you who think you can take it We say welcome to the Madhouse Ah, ah, ah, ah, ah, oh oh Ah, ah, ah, ah, ah, oh oh  Na, Na, Na, Na, Na, Na, Na, Na Na, Na, Na, Na, Na, Na, Na Come on, come on, come on in Come on, come on in  Ah, ah, ah, ah, ah, oh oh Ah, ah, ah, ah, ah, oh oh  Welcome to the madhouse Na, Na, Na, Na, Na, Na, Na, Na Na, Na, Na, Na, Na, Na, Na Come on, come on, come on in Come on, come on in",n,119,97.37,95.34,71.29,57.55,119.00,5.88,73.11,31.93,9.24,5.04,0.00,1.68,3.36,0.00,0.00,4.20,1.68,17.65,1.68,0.84,0.84,0.00,12.61,0.00,0.00,1.68,0.00,0.00,3.36,2.52,0.84,0.84,0.00,0.00,11.76,0.00,0.00,0.84,0.84,0.84,0.84,0.00,0.00,0.00,0.00,0.00,0.84,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,4.20,3.36,0.00,0.00,0.84,0.00,0.00,14.29,0.00,23.53,9.24,13.45,0.84,0.00,0.00,0.00,0.00,0.00,0.00,23.53,0.00,0.00,16.81,23.53,0.00,43.70,0.00,43.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Never Ending,Rihanna," Oooohhhh Ohhhhhh  Ghost in the mirror I knew your face once, but now it's unclear And I can't feel my body now I separate from here and now  Ooooohhhh Oooohhhhh  A drug and a dream A lost connection, oh, come back to me So I can feel alive again As soul and body try to mend  It's pulling me apart, this time Everything is never-ending I slipped into a parallel They'll never understand This feeling always gets away Wishing I could hold on longer Why does it have to feel so strange To be in love again, be in love again, be in love again?  Ghost in the mirror I knew your face once, but now it's unclear And I can't feel my body now I separate from here and now  Oooohhhhh Oooohhhhh Oooohhhhh Oooohhhhh  It's pulling me apart, this time Everything is never-ending I slipped into a parallel They'll never understand This feeling always gets away Wishing I could hold on longer Why does it have to feel so strange To be in love again, be in love again, be in love again? ",n,186,14.22,19.49,99.00,56.22,93.00,15.59,95.16,60.22,17.20,10.75,8.60,0.00,1.08,0.00,1.08,6.45,3.76,12.37,11.29,13.44,6.45,3.23,21.51,3.23,1.61,1.08,1.08,0.00,4.84,3.23,1.61,0.00,0.00,0.54,6.45,0.00,0.00,0.00,0.00,19.35,5.91,1.08,2.15,1.61,4.30,4.30,3.76,0.00,0.00,3.76,6.99,2.69,1.08,0.00,0.00,5.38,3.23,1.08,0.00,1.08,0.00,1.61,19.35,2.15,26.88,1.61,11.83,13.98,0.00,0.54,0.00,0.00,0.54,1.61,4.84,0.00,3.76,0.00,1.08,0.00,11.83,0.00,5.38,0.00,0.00,1.08,0.00,1.08,0.00,4.30,0.00,0.00
No Love Allowed,Rihanna," 9-1-1 it's a critical emergency yeah Better run-run-run Come and charge him with the 1-4-3, yeah Told me this world was mine Such a beautiful lie Now its done-done-done And his love is no more for me Eh! Hand in the air as he waved me goodbye He say he care but no tears in his eyes And ask me if I'm alright, nigga is you blind  Like a bullet your love hit me to the core I was flying til you knocked me to the floor It's so foolish how you keep me wanting more I'm screaming murderer how could you murder us I call it murder no love allowed Yeah yeah yeah yeah yeah yeah Oh yeah yeah yeah yeah yeah yeah Yeah yeah yeah yeah yeah yeah  Fi-Fo-Fum like the sky is falling down on me Numb-numb-numb he so cold he doesn't feel a thing Broken heart was the case go'wan and put him away He the only one-one-one I ever let get the best of me And out the air as he wave me goodbye yo He say he care but no tears in his eye yo And ask me if I'm alright, nigga is you blind  Like a bullet your love hit me to the core I was flying til you knocked me to the floor It's so foolish how you keep me wanting more I'm screaming murderer how could you murder us I call it murder no love allowed Yeah yeah yeah yeah yeah yeah Oh yeah yeah yeah yeah yeah yeah Yeah yeah yeah yeah yeah yeah  Usually I'm the one that they cry for But this man he's the one that I die for Mama said there's no cause for a rebel Do ya hear me now No love no love no love allowed  Like a bullet your love hit me to the core I was flying til you knocked me to the floor It's so foolish how you keep me wanting more I'm screaming murderer how could you murder us I call it murder no love allowed Yeah yeah yeah yeah yeah yeah Oh yeah yeah yeah yeah yeah yeah Yeah yeah yeah yeah yeah yeah",n,380,24.86,74.48,8.85,14.80,190.00,7.37,92.89,48.95,21.05,17.63,8.68,0.79,3.95,3.95,0.26,3.42,5.79,7.37,7.89,4.47,6.84,2.89,15.79,3.68,3.16,1.58,2.89,1.05,9.74,4.47,5.26,0.00,2.89,0.79,15.26,0.26,0.00,0.26,4.21,6.84,0.53,2.89,2.11,0.79,0.26,1.32,3.95,1.32,1.84,0.79,4.21,1.05,0.53,0.00,0.00,5.79,3.42,0.53,1.84,0.79,0.00,2.63,10.00,0.00,8.42,2.89,3.68,1.84,0.00,0.00,0.00,0.00,0.00,2.63,17.63,0.53,1.05,15.26,0.79,0.00,8.42,0.00,0.79,0.00,0.00,0.00,0.26,3.68,0.00,3.68,0.00,0.00
Nobody's Business,Rihanna," You'll always be mine Sing it to the world You'll always be my boy I'll always be your girl Ain't nobody's business Ain't nobody's business Ain't nobody's business But mine and my baby But mine and my baby But mine and my baby But mine and my baby  I love to love, to love you baby I love to love, to love you baby Me and you, get it? Ain't nobody's business Said it, it ain't nobody's business  Your love is perfection Please point me in the right direction I'mma give you all my affection Every touch becomes infectious Let's make out in this Lexus There's no other love just like this A life with you I wonder can we becomes love's persona You'll always be the one that I wanna come home to boy Let me love you and show you how special you are I wanna be your baby, you'll always be my baby Tell me what you want now  You'll always be mine Sing it to the world You'll always be my boy I'll always be your girl Ain't nobody's business Ain't nobody's business Ain't nobody's business But mine and my baby But mine and my baby But mine and my baby But mine and my baby  Your love is perfection Please point me in the right direction I'mma give you all my affection Every touch becomes infectious Lets make out in this Lexus There's no other love just like this A life with you I wonder Can we becomes love's persona You'll always be the one that I wanna come home to girl Let me love you and show You how special you are I wanna be your baby You'll always be my baby Tell me what you want  Sing it to the world Baby give me time You gon' be my girl I wanna make you mine And it ain't nobody's business It ain't nobody business It ain't nobody business It ain't nobody business Just mine and my baby Ain't nobody business Said it ain't nobody's business It ain't nobody's business It ain't nobody's business  You'll always be mine Sing it to the world You'll always be my boy You'll always be your girl Ain't nobody's business Ain't nobody's business Ain't nobody's business But mine and my baby But mine and my baby But mine and my baby But mine and my baby",n,398,1.00,45.98,95.05,96.86,199.00,12.56,98.49,65.33,34.92,24.12,14.32,1.01,8.79,0.00,0.00,10.80,2.51,5.03,16.83,2.01,7.79,10.05,21.11,0.50,0.50,1.01,0.50,1.01,5.03,5.03,0.00,0.00,0.00,0.00,21.86,5.03,0.00,1.26,1.01,17.59,1.51,1.26,1.76,0.50,4.77,8.29,2.51,0.50,1.51,0.50,4.02,0.00,1.01,0.00,0.00,4.77,4.02,0.50,0.00,0.75,0.00,0.50,17.34,5.28,8.54,0.75,4.02,3.77,4.77,1.01,0.50,4.77,0.00,0.00,1.51,0.00,0.25,0.00,0.00,0.00,15.33,0.00,1.26,0.00,0.00,0.25,0.00,0.00,0.00,13.82,0.00,0.00
Numb,Rihanna," Ecstasy in the air I don't care Can't tell me nothing I'm impaired No worse for wear   I'm going numb, I'm going numb I'm going numb, I'm going numb I'm going numb, I'm going numb I'm going numb, I'm going numb I'm going numb, I'm going numb  Can’t you see Ain’t it clear I don't care Get closer to me If you dare I double dare   I’m plastered , look me in my  Do I look high? , I love the way you lie girl Yeah, yeah, yeah, come here dear, trying to get closer to you I'm motioning you to pull over boo I'm the siren that you hear, I'm the butt police And I'm looking at your rear, rear, rear But odds are I'mma end up in the back of a squad car By the end of tonight, I'm a rock star Get your wind up, it's attack of the Oddball Homie can you show me where the gosh darn bath salts are Cause I'm sick of sniffing asphalt Every thought scarred got my pants off at the crosswalk In suspenders and I can't feel my limbs cause ",n,188,29.12,12.10,99.00,45.30,94.00,7.45,84.57,49.47,22.87,21.28,16.49,0.00,4.79,0.00,0.00,1.60,5.85,10.64,13.83,1.60,2.13,4.26,28.19,3.19,1.60,0.53,0.53,1.06,4.26,2.66,1.60,0.00,0.53,0.00,8.51,0.00,1.60,0.53,0.00,7.45,1.06,1.06,0.53,1.06,1.60,3.19,4.79,3.19,0.53,0.53,2.13,1.06,0.53,0.00,0.00,9.57,2.13,0.53,3.19,3.19,0.53,0.53,22.87,6.38,18.09,7.45,9.04,2.13,0.53,1.06,0.53,0.00,0.00,0.00,3.19,1.06,0.53,1.60,0.00,0.00,22.87,0.00,8.51,0.00,0.00,0.53,0.00,0.00,0.00,13.83,0.00,0.00
Photographs,Rihanna," Here's a little story I've gotta tell 'Bout this boy I know so well Back in the day was cool and all Fell in love, I fell in love Thought he was the one for me Other boys I could not see And look what happened to our love I'm like how could it be?  It should have been me and you It could have been you and me But boy you broke my heart and now I'm standing there It should have been me and you It could have been you and me Now all I got are these photographs  All I've got, all I've got All I've got are these photographs All I've got, all I've got Is nothing without you, you, you Got nothing without you, you, you Got nothing without you  Now baby it's killing me I'm saying it's killing me The fact that you ain't around Baby I'm falling down I need me a remedy Been looking for remedies I need you to be around Baby I'm hurting now I know you're a better man When I was your girl This land is a better land When you're in my world Today will be better babe If it were like yesterday So happy and lovely hey, hey, hey  All I've got, all I've got All I've got are these photographs All I've got, all I've got Is nothing without you, you, you Got nothing without you, you, you Got nothing without you All I've got are these photographs I remember when I used to make you laugh I don't wanna be stuck in the past But you're all that I have that I had And I don't wanna lose what we built this far This is me and you, you're my superstar I'd give anything, baby here's my heart My heart, my heart  My heart don't stop, my heart be beating over My loving never stop, even though that it's over Girl I've been reminiscing when I play that Casanova Way back when we was kissing on your grand-mama's sofa Girl I got us lovey dovey o my photo album I got them pictures back when I was rocking Calvin Klein You had your GUESS jeans on looking sexy, oh no Girl why could it not be the one? Why? Why? Why? Why couldn't I be the one? Why? Why? Why? Why couldn't you be the one? Why? Why? Why? Why couldn't you be the one? Why? Why? Why? All I've got, all I've got Is nothing without you All I've got, all I've got Is nothing without you, you, you Is nothing without you, you, you Is nothing without you All I've got, is nothing without... All I've got, is nothing without... All I've got, all I've got are these photographs...",n,468,1.00,46.58,72.41,70.04,23.40,11.11,96.79,66.24,29.91,23.93,13.89,0.85,8.76,0.21,0.21,5.98,2.56,6.62,20.09,8.76,4.91,7.48,30.56,1.71,1.07,5.34,1.07,4.70,4.49,3.42,1.07,0.00,0.43,0.64,15.17,0.85,0.21,0.85,1.07,20.30,0.85,4.06,3.21,0.64,7.69,4.27,3.21,2.35,0.43,0.43,2.14,1.28,0.00,0.21,0.00,9.83,1.92,0.85,1.07,6.20,0.64,10.47,17.95,0.85,8.97,0.64,4.70,4.27,0.00,0.21,0.21,0.00,0.00,0.43,2.14,0.00,0.43,0.21,0.43,0.00,21.79,1.92,6.41,0.00,0.00,3.63,0.00,0.21,0.00,9.62,0.00,0.00
Raining Men,Rihanna," Eenie, meenie, minie, mo Catch a playa by the toe If you want him, let him go Ladies don’t worry cause they got plenty more  Men be falling like the rain so we ain't running out Falling like the rain so we ain't running out Falling like the rain so we ain't running out Oh its raining men girl what you worry ’bout  Who you think you getting with that ""Hi let me freak ya""? You got me mistaken thinking you gon get it easy First of all you got to know that I’m not the one Think you getting something baby, you ain't getting none All you need to know that I’m a 2 X 5 Load it, cock it, aim it baby, boom bye bye Set your standards lower baby you’re aiming too high Matter of fact your friend looks better, so good bye +  Eenie, meenie, minie, mo Catch a playa by the toe If you want him, let him go Ladies don’t worry cause they got plenty more  Men be falling like the rain so we ain't running out Falling like the rain so we ain't running out Falling like the rain so we ain't running out Oh its raining men girl what you worry ’bout Oh yeah yeah Oh whoa whoa  Excuse me, but who are you fixin' to be? Let them muthafuckas know there’s plenty fish in the sea And he sweatin' me just ‘cause I got the tightest hole But I couldn’t find that th-thing with a microscope Give me dome, dome, da-da-da-da-da-dome, dome, dome I ain’t trippin’ on your money, money, long, long, long Want my own TV production company So tell Harpo to hit me, Celie Anyway, RiRi, what rhymes with your name freely? Money got you vacationing in Chile Do you wanna sit on the back while I wheelie? Really? Really? No, for real, really? Laid out on the beach, they be feeding me my catfishes ‘Cause it’s raining men, fat bitches  Men be falling like the rain so we ain't running out Falling like the rain so we ain't running out Falling like the rain so we ain't running out Oh its raining men girl what you worry ’bout  I said ay, outta my way, with my ladies I'm living good, doing big things Dancing; don't pay, player keep the money I can buy my own drink Up in the club, see me coming Dime a dozen so it don’t mean nothing to me And I ain't even worried about you Cause there’s plenty more fish in the sea  Eenie, meenie, minie, mo Catch a playa by the toe If you want him, let him go Ladies don’t worry cause they got plenty more  Men be falling like the rain so we ain't running out Falling like the rain so we ain't running out Falling like the rain so we ain't running out Oh its raining men girl what you worry ’bout",n,498,30.83,81.15,53.24,8.82,62.25,10.44,86.55,50.00,19.48,14.66,4.82,2.41,5.02,1.41,1.00,4.82,5.82,9.84,8.84,5.22,4.62,5.02,20.28,3.21,4.42,1.41,1.00,3.01,3.41,1.00,2.41,1.61,0.20,0.20,16.67,0.60,0.20,1.61,3.21,10.44,1.61,1.41,2.21,0.80,0.80,4.82,1.00,0.40,0.40,0.20,1.81,1.20,0.40,0.20,0.60,7.03,3.21,0.40,0.80,2.81,0.00,1.81,13.05,0.80,13.86,6.63,6.22,1.20,0.60,3.61,0.00,1.41,0.00,0.00,4.62,0.60,1.61,0.40,1.20,0.60,18.47,0.00,7.63,0.00,0.20,1.41,0.00,1.20,0.80,7.03,0.00,0.20
Red Lipstick,Rihanna," Red Lipstick all on the paper Lemme take a hit while you sit and watch Go head, talk shit, its all in the papers Lemme grab my dick while you sit on top Do ya right here while the whole world's watchin' All up in my mental gotta get up in my physical  Don't know what you did But you really got me feeling That feeling tonight All on your way Cause you really got me feeling That feeling tonight I want you babe Got me going cray Hard to let it go, let it go Just show me where you want me baby Can't fight the feeling Cause you really got me feeling That feeling tonight  Can't fight the feeling Can't, can't, can't fight the feeling, yeah  I just Can't fight the feeling Can't, can't, can't fight the feeling, yeah  Can't fight the feeling Can't, can't, can't fight the feeling, yeah  Can't fight the feeling Can't, can't, can't fight the feeling, yeah  Red Lipstick all on the paper Lemme take a hit while you sit and watch Go head, talk shit, its all in the papers Lemme grab my dick while you sit on top Do ya right here while the whole world's watchin' All up in my mental gotta get up in my physical  Don't know what you did But you really got me feeling That feeling tonight All on your way Cause you really got me feeling That feeling tonight I want you babe Got me going cray Hard to let it go, let it go Just show me where you want me baby Can't fight the feeling Cause you really got me feeling That feeling tonight  Can't fight the feeling Can't, can't, can't fight the feeling, yeah  I just Can't fight the feeling Can't, can't, can't fight the feeling, yeah  Can't fight the feeling Can't, can't, can't fight the feeling, yeah  Can't fight the feeling Can't, can't, can't fight the feeling, yeah",n,326,36.99,11.00,99.00,1.00,326.00,12.88,96.93,51.53,17.18,12.88,6.75,0.00,6.13,0.00,0.00,4.29,7.98,5.52,3.07,4.29,3.07,11.04,23.31,3.07,0.61,1.23,0.00,3.07,6.13,0.00,6.13,0.00,6.13,0.00,13.50,0.61,0.61,0.00,0.00,27.61,9.82,1.23,1.23,0.00,2.45,12.88,12.27,1.84,0.00,10.43,3.07,2.45,0.61,0.61,0.00,5.52,0.00,0.61,1.84,3.68,0.00,3.07,19.02,3.07,14.72,2.45,8.59,3.68,1.23,0.00,0.00,0.00,0.00,0.00,4.91,1.23,1.23,2.45,0.00,0.00,21.47,0.00,9.20,0.00,0.00,0.00,0.00,0.00,0.00,12.27,0.00,0.00
Roc Me Out,Rihanna," So give it to me like I want it This is for your eyes only Roc me out, back and forth Roc me out, on the floor Give it to me like I need it You know how to make me feel it Roc me out, more and more Roc me out, on the floor  Come over boy, I'm so ready You're taking too long to get my head on the ground And my feet in the clouds, oh oh I'm so clean, feeling so dirty Come right now, you better hurry Before you miss out, and I finish it off  I've been a bad girl, daddy Won't you come get me?  So give it to me like I want it This is for your eyes only Roc me out, back and forth Roc me out, on the floor Give it to me like I need it You know how to make me feel it Roc me out, more and more Roc me out, on the floor  Keep it up for me, you can do it Put your hands on me, watch me lose it Boy, blew it out, like it's the only way out I'll show you my dirty secrets We'll hush up boy, don't just speak it Whatever we do, it's between me and you  I've been a bad girl, daddy Won't you come get me?  So give it to me like I want it This is for your eyes only Roc me out, back and forth Roc me out, on the floor Give it to me like I need it You know how to make me feel it Roc me out, more and more Roc me out, on the floor  It's gonna different tonight The best time in your life I just want you to know, baby Take a peek at the girl I hide I'll let you in on a dirty secret I just wanna be loved  So give it to me like I want it This is for your eyes only Roc me out, back and forth Roc me out, on the floor Give it to me like I need it You know how to make me feel it Roc me out, more and more Roc me out, on the floor  Yeah, yeah, yeah, yeah, yeah",n,381,32.72,56.26,97.25,25.77,127.00,1.57,93.96,64.83,29.13,20.21,14.44,0.52,5.25,0.00,0.00,8.92,4.46,17.85,6.82,6.56,5.77,0.79,19.69,4.46,5.51,1.31,0.00,2.10,2.10,1.05,1.05,0.00,0.00,0.52,11.29,0.79,0.00,0.79,1.31,8.14,3.15,2.10,2.62,0.00,0.00,0.26,3.67,1.57,0.52,1.57,2.36,1.84,0.26,0.00,0.00,4.46,0.79,0.79,1.05,1.84,1.05,0.52,16.01,2.10,17.32,1.57,14.17,2.62,0.00,0.00,0.00,0.00,0.00,0.00,2.36,0.00,0.26,1.31,0.52,0.00,13.12,0.00,8.92,0.00,0.00,0.52,0.00,0.00,0.00,3.67,0.00,0.00
Same Ol' Mistakes,Rihanna," I can just hear them now ""How could you let us down?"" But they don't know what I found Or see it from this way around Feeling it overtake All that I used to hate Worried 'bout every trait I tried but it's way too late All the signs I don't read Two sides of me can't agree When I breathe in too deep Going with what I always longed for  Feel like a brand new person  Well, I don’t care I’m in love  Feel like a brand new person  I finally know what it's like     And I still don’t know why it’s happening  And I still don’t know  Finally taking flight I know you don't think it's right I know that you think it's fake Maybe fake's what I like Point is I have the right Not thinking in black and white I'm thinking it's worth the fight Soon to be out of sight Knowing it all this time Going with what I always longed for  Feel like a brand new person  I don’t care I’m in love  Feel like a brand new person  So how do I know that it's right?    And I know that it's hard to digest But maybe your story ain’t so different from the rest And I know it seems wrong to accept But you've got your demons, and she's got her regrets And I know that it's hard to digest A realization is as good as it gets And I know it seems wrong to accept But you've got your demons, and she's got her regrets But you've got your demons, and she's got her regrets  Feel like a brand new person So, how will I know that it's right? In a new direction So, how will I know I've gone too far?  Feel like a brand new person  I finally know what it's like   In a new direction  So how will I know I've gone too far?    Feel like a brand new person  And I know it's hard to describe     I finally know what it's like   ",n,344,4.95,35.26,99.00,30.69,57.33,5.81,95.93,59.30,25.29,15.41,9.88,0.29,2.91,1.74,0.58,9.88,4.07,10.47,12.50,8.43,9.01,2.91,29.07,6.98,3.78,4.07,0.29,1.16,5.52,2.91,2.62,0.29,0.58,0.87,9.01,0.00,0.00,1.74,0.00,19.19,10.47,2.03,1.16,1.45,1.74,3.20,4.65,1.16,0.29,3.20,1.45,0.29,0.58,0.00,0.58,4.94,0.87,0.58,0.29,2.62,0.58,4.07,21.22,1.74,14.53,1.45,6.40,6.69,0.29,0.00,0.00,0.29,0.87,0.00,0.58,0.00,0.00,0.29,0.29,0.00,13.95,0.00,1.74,0.00,0.00,1.45,0.00,0.00,0.58,10.17,0.00,0.00
Skin,Rihanna," The mood is set  So you already know what's next  TV on blast Turn it down Turn it down Don't want it to clash With my body screaming out  I know you hearin' it  You got me moanin' now I got a secret that I wanna show you, oh I got secrets I'mma drop em to the floor, oh  No teasin' You waited long enough Go deep I'mma throw it at you Can you catch it? Don't hold back You know I like it rough Know I'm feelin' you, huh Know you liking it, huh  So why you standin' over there witcha clothes on Baby strip down for me Go on take em off Don't worry baby I'mma meet you half way Cause I know you wanna see me  Almost there  So baby don't stop what you're doing Uh huh ah Softer than a motha- Boy I know you wanna touch Breathing down my neck I can tell you wanna- And now you want it like  Want you to feel it now I got a secret that I wanna show you, ooh I got secrets I'mma drop em to the floor, ooh  No teasin You waited long enough Go deep,Imma throw it at ya Can't catch it Don't hold back,You know I like it rough Know I'm feelin you, huh Know you liking it, huh  So why you standing over there witcha clothes on Baby strip down for me Go on take em off Don't worry baby I'mma meetcha' half way Cause I know you wanna see me  No heels, no shirt, no skirt All I'm in is just skin No jeans,Take em off Wanna feel your skin You a beast, oh You know that I like that  Come here baby All I wanna see you in is just skin      All in baby Don't hold nothing back Wanna take control Ain't Nothing wrong with that Say you likin' how I'm feelin' Gotta tell me that Just put your skin baby on my skin  No heels, no shirt, no skirt All I'm in is just skin No jeans,Take em off Wanna feel your skin You a beast, oh You know that I like that Come on baby All I wanna see you in is just skin  No heels, no shirt, no skirt All I'm in is just skin No jeans,Take em off Wanna feel your skin You a beast, oh You know that I like that Come on baby All I wanna see you in is just skin All I wanna see you in is just skin All I wanna see you in is just skin Oooh All I wanna see you in All I wanna see you in is your skin, oh",n,457,14.28,84.30,73.27,22.38,228.50,2.84,93.87,54.05,24.07,18.38,8.53,0.00,9.85,0.00,0.00,5.69,1.97,9.63,10.07,6.13,1.31,5.47,21.01,2.19,0.66,1.09,0.44,2.41,3.50,1.53,1.75,0.44,0.44,0.00,14.88,2.19,0.00,0.44,0.22,14.22,4.81,1.31,4.38,0.22,2.84,0.66,8.32,2.41,0.44,5.47,5.47,5.47,0.00,0.00,0.00,4.81,0.22,0.00,1.75,2.41,0.44,1.75,19.69,5.25,15.10,3.50,9.85,2.41,0.00,0.22,0.00,0.00,0.00,0.00,8.97,0.00,3.50,0.22,2.84,0.00,12.25,0.00,5.03,0.00,0.00,0.22,0.00,0.44,0.00,6.56,0.00,0.00
Sledgehammer,Rihanna," I hit a wall, I never felt so low, so low Like a waterfall, my tears dropped to the floor, the floor They left a swimming pool of salted crimes, crimes Oh, what could I do to change your mind? Nothing  I'm bracing for the pain and I am letting go I'm using all my strength to get out of this hole  I hit a wall, I thought that I would hurt myself Oh I was sure, your words would leave me unconscious And on the floor I'd be lying cold, lifeless But I hit a wall, I hit 'em all, watch the fall You're just another brick and I'm a sledgehammer You're just another brick and I'm a sledgehammer  Yeah I hit a wall, I prayed that I would make it through, make it through I can survive a life that's without you, that's without you, yeah And I will rise up from the ashes now, the ashes now Oh, the sparrow flies with just the crumbs of loving spilled, yeah  I was bracing for the pain and then I let it go I gathered all my strength and I found myself whole  I hit a wall, I thought that I would hurt myself Oh I was sure, your words would leave me unconscious And on the floor I'd be lying cold, lifeless But I hit a wall, I hit 'em all, watch the fall You're just another brick and I'm a sledgehammer You're just another brick and I'm a sledgehammer You're just another brick and I'm a sledgehammer You're just another brick and I'm a sledgehammer",n,268,16.16,18.53,90.11,8.14,134.00,13.06,88.06,60.07,26.49,20.52,16.04,0.00,4.10,0.00,0.37,5.97,10.07,7.09,12.69,4.48,6.34,1.49,21.27,0.75,0.37,0.37,0.00,4.10,5.22,1.87,3.36,0.00,0.75,1.87,5.97,0.00,0.00,0.00,0.00,9.70,1.49,1.49,2.24,0.00,2.99,1.49,3.36,0.75,0.00,2.61,1.12,0.00,1.12,0.00,0.00,3.36,0.75,0.37,1.87,0.37,0.00,2.24,11.94,1.12,11.94,3.73,7.09,1.49,0.00,0.75,0.00,0.00,0.37,0.00,3.36,0.00,0.75,1.12,1.49,0.00,16.42,0.00,8.58,0.00,0.00,0.37,0.00,0.00,0.00,7.46,0.00,0.00
Stupid In Love,Rihanna," Stupid in love Oh Stupid in love  Let me tell you something Never, have I ever, been a size 10 in my whole life I left the engine running I just came to see, what you would do if I Gave you a chance to make things right So I made it even though Katy, told me that this would be nothing but a waste of time And she was right, mm Don't understand it, blood on your hands And still you insist on repeatedly trying to tell me lies And I just don't know why  This is stupid, I'm not stupid Don't talk to me, like I'm stupid I still love you, but I just can't do this I may be dumb but I'm not stupid  My new nickname is ""You Idiot"" That's what my friends are calling me when They see me yelling into my phone They're telling me ""Let go, he is not the one."" I thought I saw your potential Guess that's what made me dumb He don't want it, not like you want it Scheming and cheating, oh girl, why do you waste your time You know he ain't right Telling me this, I don't wanna listen But you insist, on repeatedly trying, to tell me lies And I just don't know why  This is stupid, I'm not stupid Don't talk to me, like I'm stupid I still love you, but I just can't do this I may be dumb but I'm not stupid  Trying to make this work But you act like a jerk Silly of me to keep holding on But the dunce cap is off You don't know what you lost And you won't realize Till I'm gone, gone, gone That I was the one Which one of us Is really dumb?  This is stupid, I'm not stupid Don't talk to me, like I'm stupid I still love you, but I just can't do this I may be dumb but I'm not stupid  I may be dumb but I'm not stupid in love",n,341,1.00,11.47,95.34,1.00,113.67,5.28,95.89,66.86,28.74,21.70,14.37,0.29,5.57,1.17,0.29,7.04,2.35,8.21,16.42,5.87,6.45,7.33,27.27,6.74,1.47,2.64,1.17,0.29,10.26,2.05,8.21,0.00,7.92,0.29,13.78,0.00,0.29,0.59,0.88,17.60,2.05,2.05,1.76,3.52,0.88,7.92,2.05,0.88,0.88,0.29,2.64,0.59,0.29,0.00,0.00,4.40,2.35,2.05,0.00,0.00,0.00,4.11,20.23,2.05,9.68,1.76,4.11,3.81,0.29,0.29,0.00,0.00,0.00,0.00,3.23,2.05,0.29,0.00,0.88,0.00,17.01,0.29,7.04,0.00,0.00,0.29,0.00,0.00,1.17,8.21,0.00,0.00
